"","plot","grid_number","date","rich","plot_grid","treatment","complexity","plot_date","days_since_outplanting"
"927","LN",10,"28-Jul-19",2,"LN - 10","control","Low","LN - 28-Jul-19",48
"928","LN",10,"28-Jun-19",0,"LN - 10","control","Low","LN - 28-Jun-19",18
"929","LN",11,"02-Jul-19",0,"LN - 11","100%","Low","LN - 02-Jul-19",23
"930","LN",11,"05-Jul-19",1,"LN - 11","100%","Low","LN - 05-Jul-19",26
"931","LN",11,"05-Jun-19",0,"LN - 11","100%","Low","LN - 05-Jun-19",1
"932","LN",11,"06-Jun-19",3,"LN - 11","100%","Low","LN - 06-Jun-19",2
"933","LN",11,"07-Jun-19",1,"LN - 11","100%","Low","LN - 07-Jun-19",3
"934","LN",11,"09-Jul-19",1,"LN - 11","100%","Low","LN - 09-Jul-19",30
"935","LN",11,"11-Jun-19",3,"LN - 11","100%","Low","LN - 11-Jun-19",5
"936","LN",11,"13-Jun-19",0,"LN - 11","100%","Low","LN - 13-Jun-19",7
"937","LN",11,"15-Jul-19",1,"LN - 11","100%","Low","LN - 15-Jul-19",33
"938","LN",11,"15-Jun-19",2,"LN - 11","100%","Low","LN - 15-Jun-19",9
"939","LN",11,"20-Jul-19",1,"LN - 11","100%","Low","LN - 20-Jul-19",37
"940","LN",11,"20-Jun-19",1,"LN - 11","100%","Low","LN - 20-Jun-19",11
"941","LN",11,"25-Jul-19",1,"LN - 11","100%","Low","LN - 25-Jul-19",43
"942","LN",11,"25-Jun-19",0,"LN - 11","100%","Low","LN - 25-Jun-19",13
"943","LN",11,"28-Jul-19",1,"LN - 11","100%","Low","LN - 28-Jul-19",48
"944","LN",11,"28-Jun-19",0,"LN - 11","100%","Low","LN - 28-Jun-19",18
"945","LN",12,"02-Jul-19",1,"LN - 12","50%","Low","LN - 02-Jul-19",23
"946","LN",12,"05-Jul-19",1,"LN - 12","50%","Low","LN - 05-Jul-19",26
"947","LN",12,"05-Jun-19",1,"LN - 12","50%","Low","LN - 05-Jun-19",1
"948","LN",12,"06-Jun-19",2,"LN - 12","50%","Low","LN - 06-Jun-19",2
"949","LN",12,"07-Jun-19",1,"LN - 12","50%","Low","LN - 07-Jun-19",3
"950","LN",12,"09-Jul-19",2,"LN - 12","50%","Low","LN - 09-Jul-19",30
"951","LN",12,"11-Jun-19",2,"LN - 12","50%","Low","LN - 11-Jun-19",5
"952","LN",12,"13-Jun-19",3,"LN - 12","50%","Low","LN - 13-Jun-19",7
"953","LN",12,"15-Jul-19",1,"LN - 12","50%","Low","LN - 15-Jul-19",33
"954","LN",12,"15-Jun-19",1,"LN - 12","50%","Low","LN - 15-Jun-19",9
"955","LN",12,"20-Jul-19",0,"LN - 12","50%","Low","LN - 20-Jul-19",37
"956","LN",12,"20-Jun-19",1,"LN - 12","50%","Low","LN - 20-Jun-19",11
"957","LN",12,"25-Jul-19",0,"LN - 12","50%","Low","LN - 25-Jul-19",43
"958","LN",12,"25-Jun-19",1,"LN - 12","50%","Low","LN - 25-Jun-19",13
"959","LN",12,"28-Jul-19",0,"LN - 12","50%","Low","LN - 28-Jul-19",48
"960","LN",12,"28-Jun-19",2,"LN - 12","50%","Low","LN - 28-Jun-19",18
"961","LN",13,"02-Jul-19",2,"LN - 13","0%","Low","LN - 02-Jul-19",23
"962","LN",13,"05-Jul-19",0,"LN - 13","0%","Low","LN - 05-Jul-19",26
"963","LN",13,"05-Jun-19",0,"LN - 13","0%","Low","LN - 05-Jun-19",1
"964","LN",13,"06-Jun-19",2,"LN - 13","0%","Low","LN - 06-Jun-19",2
"965","LN",13,"07-Jun-19",1,"LN - 13","0%","Low","LN - 07-Jun-19",3
"966","LN",13,"09-Jul-19",1,"LN - 13","0%","Low","LN - 09-Jul-19",30
"967","LN",13,"11-Jun-19",1,"LN - 13","0%","Low","LN - 11-Jun-19",5
"968","LN",13,"13-Jun-19",0,"LN - 13","0%","Low","LN - 13-Jun-19",7
"969","LN",13,"15-Jul-19",1,"LN - 13","0%","Low","LN - 15-Jul-19",33
"970","LN",13,"15-Jun-19",1,"LN - 13","0%","Low","LN - 15-Jun-19",9
"971","LN",13,"20-Jul-19",1,"LN - 13","0%","Low","LN - 20-Jul-19",37
"972","LN",13,"20-Jun-19",0,"LN - 13","0%","Low","LN - 20-Jun-19",11
"973","LN",13,"25-Jul-19",1,"LN - 13","0%","Low","LN - 25-Jul-19",43
"974","LN",13,"25-Jun-19",2,"LN - 13","0%","Low","LN - 25-Jun-19",13
"975","LN",13,"28-Jul-19",0,"LN - 13","0%","Low","LN - 28-Jul-19",48
"976","LN",13,"28-Jun-19",1,"LN - 13","0%","Low","LN - 28-Jun-19",18
"977","LN",14,"02-Jul-19",6,"LN - 14","0%","Low","LN - 02-Jul-19",23
"978","LN",14,"05-Jul-19",1,"LN - 14","0%","Low","LN - 05-Jul-19",26
"979","LN",14,"05-Jun-19",1,"LN - 14","0%","Low","LN - 05-Jun-19",1
"980","LN",14,"06-Jun-19",3,"LN - 14","0%","Low","LN - 06-Jun-19",2
"981","LN",14,"07-Jun-19",2,"LN - 14","0%","Low","LN - 07-Jun-19",3
"982","LN",14,"09-Jul-19",3,"LN - 14","0%","Low","LN - 09-Jul-19",30
"983","LN",14,"11-Jun-19",2,"LN - 14","0%","Low","LN - 11-Jun-19",5
"984","LN",14,"13-Jun-19",1,"LN - 14","0%","Low","LN - 13-Jun-19",7
"985","LN",14,"15-Jul-19",3,"LN - 14","0%","Low","LN - 15-Jul-19",33
"986","LN",14,"15-Jun-19",1,"LN - 14","0%","Low","LN - 15-Jun-19",9
"987","LN",14,"20-Jul-19",0,"LN - 14","0%","Low","LN - 20-Jul-19",37
"988","LN",14,"20-Jun-19",3,"LN - 14","0%","Low","LN - 20-Jun-19",11
"989","LN",14,"25-Jul-19",4,"LN - 14","0%","Low","LN - 25-Jul-19",43
"990","LN",14,"25-Jun-19",1,"LN - 14","0%","Low","LN - 25-Jun-19",13
"991","LN",14,"28-Jul-19",2,"LN - 14","0%","Low","LN - 28-Jul-19",48
"992","LN",14,"28-Jun-19",3,"LN - 14","0%","Low","LN - 28-Jun-19",18
"993","LN",15,"02-Jul-19",1,"LN - 15","control","Low","LN - 02-Jul-19",23
"994","LN",15,"05-Jul-19",0,"LN - 15","control","Low","LN - 05-Jul-19",26
"995","LN",15,"05-Jun-19",0,"LN - 15","control","Low","LN - 05-Jun-19",1
"996","LN",15,"06-Jun-19",1,"LN - 15","control","Low","LN - 06-Jun-19",2
"997","LN",15,"07-Jun-19",0,"LN - 15","control","Low","LN - 07-Jun-19",3
"998","LN",15,"09-Jul-19",1,"LN - 15","control","Low","LN - 09-Jul-19",30
"999","LN",15,"11-Jun-19",0,"LN - 15","control","Low","LN - 11-Jun-19",5
"1000","LN",15,"13-Jun-19",0,"LN - 15","control","Low","LN - 13-Jun-19",7
"1001","LN",15,"15-Jul-19",0,"LN - 15","control","Low","LN - 15-Jul-19",33
"1002","LN",15,"15-Jun-19",0,"LN - 15","control","Low","LN - 15-Jun-19",9
"1003","LN",15,"20-Jul-19",1,"LN - 15","control","Low","LN - 20-Jul-19",37
"1004","LN",15,"20-Jun-19",1,"LN - 15","control","Low","LN - 20-Jun-19",11
"1005","LN",15,"25-Jul-19",1,"LN - 15","control","Low","LN - 25-Jul-19",43
"1006","LN",15,"25-Jun-19",1,"LN - 15","control","Low","LN - 25-Jun-19",13
"1007","LN",15,"28-Jul-19",1,"LN - 15","control","Low","LN - 28-Jul-19",48
"1008","LN",15,"28-Jun-19",2,"LN - 15","control","Low","LN - 28-Jun-19",18
"1009","LN",16,"02-Jul-19",2,"LN - 16","0%","Low","LN - 02-Jul-19",23
"1010","LN",16,"05-Jul-19",1,"LN - 16","0%","Low","LN - 05-Jul-19",26
"1011","LN",16,"05-Jun-19",3,"LN - 16","0%","Low","LN - 05-Jun-19",1
"1012","LN",16,"06-Jun-19",1,"LN - 16","0%","Low","LN - 06-Jun-19",2
"1013","LN",16,"07-Jun-19",1,"LN - 16","0%","Low","LN - 07-Jun-19",3
"1014","LN",16,"09-Jul-19",3,"LN - 16","0%","Low","LN - 09-Jul-19",30
"1015","LN",16,"11-Jun-19",4,"LN - 16","0%","Low","LN - 11-Jun-19",5
"1016","LN",16,"13-Jun-19",0,"LN - 16","0%","Low","LN - 13-Jun-19",7
"1017","LN",16,"15-Jul-19",1,"LN - 16","0%","Low","LN - 15-Jul-19",33
"1018","LN",16,"15-Jun-19",1,"LN - 16","0%","Low","LN - 15-Jun-19",9
"1019","LN",16,"20-Jul-19",2,"LN - 16","0%","Low","LN - 20-Jul-19",37
"1020","LN",16,"20-Jun-19",1,"LN - 16","0%","Low","LN - 20-Jun-19",11
"1021","LN",16,"25-Jul-19",3,"LN - 16","0%","Low","LN - 25-Jul-19",43
"1022","LN",16,"25-Jun-19",0,"LN - 16","0%","Low","LN - 25-Jun-19",13
"1023","LN",16,"28-Jul-19",2,"LN - 16","0%","Low","LN - 28-Jul-19",48
"1024","LN",16,"28-Jun-19",1,"LN - 16","0%","Low","LN - 28-Jun-19",18
"1025","LN",17,"02-Jul-19",2,"LN - 17","70%","Low","LN - 02-Jul-19",23
"1026","LN",17,"05-Jul-19",1,"LN - 17","70%","Low","LN - 05-Jul-19",26
"1027","LN",17,"05-Jun-19",2,"LN - 17","70%","Low","LN - 05-Jun-19",1
"1028","LN",17,"06-Jun-19",2,"LN - 17","70%","Low","LN - 06-Jun-19",2
"1029","LN",17,"07-Jun-19",1,"LN - 17","70%","Low","LN - 07-Jun-19",3
"1030","LN",17,"09-Jul-19",1,"LN - 17","70%","Low","LN - 09-Jul-19",30
"1031","LN",17,"11-Jun-19",3,"LN - 17","70%","Low","LN - 11-Jun-19",5
"1032","LN",17,"13-Jun-19",5,"LN - 17","70%","Low","LN - 13-Jun-19",7
"1033","LN",17,"15-Jul-19",1,"LN - 17","70%","Low","LN - 15-Jul-19",33
"1034","LN",17,"15-Jun-19",0,"LN - 17","70%","Low","LN - 15-Jun-19",9
"1035","LN",17,"20-Jul-19",1,"LN - 17","70%","Low","LN - 20-Jul-19",37
"1036","LN",17,"20-Jun-19",2,"LN - 17","70%","Low","LN - 20-Jun-19",11
"1037","LN",17,"25-Jul-19",0,"LN - 17","70%","Low","LN - 25-Jul-19",43
"1038","LN",17,"25-Jun-19",1,"LN - 17","70%","Low","LN - 25-Jun-19",13
"1039","LN",17,"28-Jul-19",2,"LN - 17","70%","Low","LN - 28-Jul-19",48
"1040","LN",17,"28-Jun-19",2,"LN - 17","70%","Low","LN - 28-Jun-19",18
"1041","LN",18,"02-Jul-19",0,"LN - 18","30%","Low","LN - 02-Jul-19",23
"1042","LN",18,"05-Jul-19",1,"LN - 18","30%","Low","LN - 05-Jul-19",26
"1043","LN",18,"05-Jun-19",0,"LN - 18","30%","Low","LN - 05-Jun-19",1
"1044","LN",18,"06-Jun-19",1,"LN - 18","30%","Low","LN - 06-Jun-19",2
"1045","LN",18,"07-Jun-19",1,"LN - 18","30%","Low","LN - 07-Jun-19",3
"1046","LN",18,"09-Jul-19",1,"LN - 18","30%","Low","LN - 09-Jul-19",30
"1047","LN",18,"11-Jun-19",0,"LN - 18","30%","Low","LN - 11-Jun-19",5
"1048","LN",18,"13-Jun-19",1,"LN - 18","30%","Low","LN - 13-Jun-19",7
"1049","LN",18,"15-Jul-19",3,"LN - 18","30%","Low","LN - 15-Jul-19",33
"1050","LN",18,"15-Jun-19",0,"LN - 18","30%","Low","LN - 15-Jun-19",9
"1051","LN",18,"20-Jul-19",1,"LN - 18","30%","Low","LN - 20-Jul-19",37
"1052","LN",18,"20-Jun-19",1,"LN - 18","30%","Low","LN - 20-Jun-19",11
"1053","LN",18,"25-Jul-19",1,"LN - 18","30%","Low","LN - 25-Jul-19",43
"1054","LN",18,"25-Jun-19",1,"LN - 18","30%","Low","LN - 25-Jun-19",13
"1055","LN",18,"28-Jul-19",3,"LN - 18","30%","Low","LN - 28-Jul-19",48
"1056","LN",18,"28-Jun-19",1,"LN - 18","30%","Low","LN - 28-Jun-19",18
"1057","LN",19,"02-Jul-19",1,"LN - 19","control","Low","LN - 02-Jul-19",23
"1058","LN",19,"05-Jul-19",1,"LN - 19","control","Low","LN - 05-Jul-19",26
"1059","LN",19,"05-Jun-19",1,"LN - 19","control","Low","LN - 05-Jun-19",1
"1060","LN",19,"06-Jun-19",2,"LN - 19","control","Low","LN - 06-Jun-19",2
"1061","LN",19,"07-Jun-19",1,"LN - 19","control","Low","LN - 07-Jun-19",3
"1062","LN",19,"09-Jul-19",1,"LN - 19","control","Low","LN - 09-Jul-19",30
"1063","LN",19,"11-Jun-19",1,"LN - 19","control","Low","LN - 11-Jun-19",5
"1064","LN",19,"13-Jun-19",1,"LN - 19","control","Low","LN - 13-Jun-19",7
"1065","LN",19,"15-Jul-19",1,"LN - 19","control","Low","LN - 15-Jul-19",33
"1066","LN",19,"15-Jun-19",3,"LN - 19","control","Low","LN - 15-Jun-19",9
"1067","LN",19,"20-Jul-19",1,"LN - 19","control","Low","LN - 20-Jul-19",37
"1068","LN",19,"20-Jun-19",2,"LN - 19","control","Low","LN - 20-Jun-19",11
"1069","LN",19,"25-Jul-19",0,"LN - 19","control","Low","LN - 25-Jul-19",43
"1070","LN",19,"25-Jun-19",1,"LN - 19","control","Low","LN - 25-Jun-19",13
"1071","LN",19,"28-Jul-19",0,"LN - 19","control","Low","LN - 28-Jul-19",48
"1072","LN",19,"28-Jun-19",2,"LN - 19","control","Low","LN - 28-Jun-19",18
"1073","LN",20,"02-Jul-19",5,"LN - 20","30%","Low","LN - 02-Jul-19",23
"1074","LN",20,"05-Jul-19",1,"LN - 20","30%","Low","LN - 05-Jul-19",26
"1075","LN",20,"05-Jun-19",1,"LN - 20","30%","Low","LN - 05-Jun-19",1
"1076","LN",20,"06-Jun-19",0,"LN - 20","30%","Low","LN - 06-Jun-19",2
"1077","LN",20,"07-Jun-19",0,"LN - 20","30%","Low","LN - 07-Jun-19",3
"1078","LN",20,"09-Jul-19",4,"LN - 20","30%","Low","LN - 09-Jul-19",30
"1079","LN",20,"11-Jun-19",2,"LN - 20","30%","Low","LN - 11-Jun-19",5
"1080","LN",20,"13-Jun-19",0,"LN - 20","30%","Low","LN - 13-Jun-19",7
"1081","LN",20,"15-Jul-19",5,"LN - 20","30%","Low","LN - 15-Jul-19",33
"1082","LN",20,"15-Jun-19",1,"LN - 20","30%","Low","LN - 15-Jun-19",9
"1083","LN",20,"20-Jul-19",4,"LN - 20","30%","Low","LN - 20-Jul-19",37
"1084","LN",20,"20-Jun-19",2,"LN - 20","30%","Low","LN - 20-Jun-19",11
"1085","LN",20,"25-Jul-19",4,"LN - 20","30%","Low","LN - 25-Jul-19",43
"1086","LN",20,"25-Jun-19",3,"LN - 20","30%","Low","LN - 25-Jun-19",13
"1087","LN",20,"28-Jul-19",1,"LN - 20","30%","Low","LN - 28-Jul-19",48
"1088","LN",20,"28-Jun-19",3,"LN - 20","30%","Low","LN - 28-Jun-19",18
"1089","LN",21,"02-Jul-19",2,"LN - 21","100%","Low","LN - 02-Jul-19",23
"1090","LN",21,"05-Jul-19",1,"LN - 21","100%","Low","LN - 05-Jul-19",26
"1091","LN",21,"05-Jun-19",1,"LN - 21","100%","Low","LN - 05-Jun-19",1
"1092","LN",21,"06-Jun-19",1,"LN - 21","100%","Low","LN - 06-Jun-19",2
"1093","LN",21,"07-Jun-19",0,"LN - 21","100%","Low","LN - 07-Jun-19",3
"1094","LN",21,"09-Jul-19",3,"LN - 21","100%","Low","LN - 09-Jul-19",30
"1095","LN",21,"11-Jun-19",0,"LN - 21","100%","Low","LN - 11-Jun-19",5
"1096","LN",21,"13-Jun-19",0,"LN - 21","100%","Low","LN - 13-Jun-19",7
"1097","LN",21,"15-Jul-19",2,"LN - 21","100%","Low","LN - 15-Jul-19",33
"1098","LN",21,"15-Jun-19",3,"LN - 21","100%","Low","LN - 15-Jun-19",9
"1099","LN",21,"20-Jul-19",1,"LN - 21","100%","Low","LN - 20-Jul-19",37
"1100","LN",21,"20-Jun-19",1,"LN - 21","100%","Low","LN - 20-Jun-19",11
"1101","LN",21,"25-Jul-19",0,"LN - 21","100%","Low","LN - 25-Jul-19",43
"1102","LN",21,"25-Jun-19",2,"LN - 21","100%","Low","LN - 25-Jun-19",13
"1103","LN",21,"28-Jul-19",1,"LN - 21","100%","Low","LN - 28-Jul-19",48
"1104","LN",21,"28-Jun-19",2,"LN - 21","100%","Low","LN - 28-Jun-19",18
"1105","LN",22,"02-Jul-19",1,"LN - 22","70%","Low","LN - 02-Jul-19",23
"1106","LN",22,"05-Jul-19",1,"LN - 22","70%","Low","LN - 05-Jul-19",26
"1107","LN",22,"05-Jun-19",1,"LN - 22","70%","Low","LN - 05-Jun-19",1
"1108","LN",22,"06-Jun-19",1,"LN - 22","70%","Low","LN - 06-Jun-19",2
"1109","LN",22,"07-Jun-19",1,"LN - 22","70%","Low","LN - 07-Jun-19",3
"1110","LN",22,"09-Jul-19",1,"LN - 22","70%","Low","LN - 09-Jul-19",30
"1111","LN",22,"11-Jun-19",2,"LN - 22","70%","Low","LN - 11-Jun-19",5
"1112","LN",22,"13-Jun-19",1,"LN - 22","70%","Low","LN - 13-Jun-19",7
"1113","LN",22,"15-Jul-19",0,"LN - 22","70%","Low","LN - 15-Jul-19",33
"1114","LN",22,"15-Jun-19",1,"LN - 22","70%","Low","LN - 15-Jun-19",9
"1115","LN",22,"20-Jul-19",0,"LN - 22","70%","Low","LN - 20-Jul-19",37
"1116","LN",22,"20-Jun-19",2,"LN - 22","70%","Low","LN - 20-Jun-19",11
"1117","LN",22,"25-Jul-19",0,"LN - 22","70%","Low","LN - 25-Jul-19",43
"1118","LN",22,"25-Jun-19",1,"LN - 22","70%","Low","LN - 25-Jun-19",13
"1119","LN",22,"28-Jul-19",1,"LN - 22","70%","Low","LN - 28-Jul-19",48
"1120","LN",22,"28-Jun-19",1,"LN - 22","70%","Low","LN - 28-Jun-19",18
"1121","LN",23,"02-Jul-19",1,"LN - 23","50%","Low","LN - 02-Jul-19",23
"1122","LN",23,"05-Jul-19",2,"LN - 23","50%","Low","LN - 05-Jul-19",26
"1123","LN",23,"05-Jun-19",0,"LN - 23","50%","Low","LN - 05-Jun-19",1
"1124","LN",23,"06-Jun-19",1,"LN - 23","50%","Low","LN - 06-Jun-19",2
"1125","LN",23,"07-Jun-19",0,"LN - 23","50%","Low","LN - 07-Jun-19",3
"1126","LN",23,"09-Jul-19",3,"LN - 23","50%","Low","LN - 09-Jul-19",30
"1127","LN",23,"11-Jun-19",2,"LN - 23","50%","Low","LN - 11-Jun-19",5
"1128","LN",23,"13-Jun-19",0,"LN - 23","50%","Low","LN - 13-Jun-19",7
"1129","LN",23,"15-Jul-19",2,"LN - 23","50%","Low","LN - 15-Jul-19",33
"1130","LN",23,"15-Jun-19",3,"LN - 23","50%","Low","LN - 15-Jun-19",9
"1131","LN",23,"20-Jul-19",4,"LN - 23","50%","Low","LN - 20-Jul-19",37
"1132","LN",23,"20-Jun-19",0,"LN - 23","50%","Low","LN - 20-Jun-19",11
"1133","LN",23,"25-Jul-19",1,"LN - 23","50%","Low","LN - 25-Jul-19",43
"1134","LN",23,"25-Jun-19",2,"LN - 23","50%","Low","LN - 25-Jun-19",13
"1135","LN",23,"28-Jul-19",2,"LN - 23","50%","Low","LN - 28-Jul-19",48
"1136","LN",23,"28-Jun-19",1,"LN - 23","50%","Low","LN - 28-Jun-19",18
"1137","LN",24,"02-Jul-19",2,"LN - 24","30%","Low","LN - 02-Jul-19",23
"1138","LN",24,"05-Jul-19",1,"LN - 24","30%","Low","LN - 05-Jul-19",26
"1139","LN",24,"05-Jun-19",1,"LN - 24","30%","Low","LN - 05-Jun-19",1
"1140","LN",24,"06-Jun-19",1,"LN - 24","30%","Low","LN - 06-Jun-19",2
"1141","LN",24,"07-Jun-19",0,"LN - 24","30%","Low","LN - 07-Jun-19",3
"1142","LN",24,"09-Jul-19",1,"LN - 24","30%","Low","LN - 09-Jul-19",30
"1143","LN",24,"11-Jun-19",0,"LN - 24","30%","Low","LN - 11-Jun-19",5
"1144","LN",24,"13-Jun-19",1,"LN - 24","30%","Low","LN - 13-Jun-19",7
"1145","LN",24,"15-Jul-19",0,"LN - 24","30%","Low","LN - 15-Jul-19",33
"1146","LN",24,"15-Jun-19",1,"LN - 24","30%","Low","LN - 15-Jun-19",9
"1147","LN",24,"20-Jul-19",0,"LN - 24","30%","Low","LN - 20-Jul-19",37
"1148","LN",24,"20-Jun-19",2,"LN - 24","30%","Low","LN - 20-Jun-19",11
"1149","LN",24,"25-Jul-19",0,"LN - 24","30%","Low","LN - 25-Jul-19",43
"1150","LN",24,"25-Jun-19",2,"LN - 24","30%","Low","LN - 25-Jun-19",13
"1151","LN",24,"28-Jul-19",0,"LN - 24","30%","Low","LN - 28-Jul-19",48
"1152","LN",24,"28-Jun-19",0,"LN - 24","30%","Low","LN - 28-Jun-19",18
"1153","LS",1,"02-Jul-19",1,"LS - 1","100%","Low","LS - 02-Jul-19",23
"1154","LS",1,"05-Jul-19",1,"LS - 1","100%","Low","LS - 05-Jul-19",26
"1155","LS",1,"05-Jun-19",0,"LS - 1","100%","Low","LS - 05-Jun-19",1
"1156","LS",1,"06-Jun-19",1,"LS - 1","100%","Low","LS - 06-Jun-19",2
"1157","LS",1,"07-Jun-19",0,"LS - 1","100%","Low","LS - 07-Jun-19",3
"1158","LS",1,"09-Jul-19",2,"LS - 1","100%","Low","LS - 09-Jul-19",30
"1159","LS",1,"11-Jun-19",1,"LS - 1","100%","Low","LS - 11-Jun-19",5
"1160","LS",1,"13-Jun-19",4,"LS - 1","100%","Low","LS - 13-Jun-19",7
"1161","LS",1,"15-Jul-19",3,"LS - 1","100%","Low","LS - 15-Jul-19",33
"1162","LS",1,"15-Jun-19",1,"LS - 1","100%","Low","LS - 15-Jun-19",9
"1163","LS",1,"20-Jul-19",1,"LS - 1","100%","Low","LS - 20-Jul-19",37
"1164","LS",1,"20-Jun-19",1,"LS - 1","100%","Low","LS - 20-Jun-19",11
"1165","LS",1,"25-Jul-19",1,"LS - 1","100%","Low","LS - 25-Jul-19",43
"1166","LS",1,"25-Jun-19",2,"LS - 1","100%","Low","LS - 25-Jun-19",13
"1167","LS",1,"28-Jul-19",2,"LS - 1","100%","Low","LS - 28-Jul-19",48
"1168","LS",1,"28-Jun-19",1,"LS - 1","100%","Low","LS - 28-Jun-19",18
"1169","LS",2,"02-Jul-19",3,"LS - 2","0%","Low","LS - 02-Jul-19",23
"1170","LS",2,"05-Jul-19",1,"LS - 2","0%","Low","LS - 05-Jul-19",26
"1171","LS",2,"05-Jun-19",1,"LS - 2","0%","Low","LS - 05-Jun-19",1
"1172","LS",2,"06-Jun-19",1,"LS - 2","0%","Low","LS - 06-Jun-19",2
"1173","LS",2,"07-Jun-19",0,"LS - 2","0%","Low","LS - 07-Jun-19",3
"1174","LS",2,"09-Jul-19",2,"LS - 2","0%","Low","LS - 09-Jul-19",30
"1175","LS",2,"11-Jun-19",2,"LS - 2","0%","Low","LS - 11-Jun-19",5
"1176","LS",2,"13-Jun-19",2,"LS - 2","0%","Low","LS - 13-Jun-19",7
"1177","LS",2,"15-Jul-19",1,"LS - 2","0%","Low","LS - 15-Jul-19",33
"1178","LS",2,"15-Jun-19",1,"LS - 2","0%","Low","LS - 15-Jun-19",9
"1179","LS",2,"20-Jul-19",3,"LS - 2","0%","Low","LS - 20-Jul-19",37
"1180","LS",2,"20-Jun-19",3,"LS - 2","0%","Low","LS - 20-Jun-19",11
"1181","LS",2,"25-Jul-19",3,"LS - 2","0%","Low","LS - 25-Jul-19",43
"1182","LS",2,"25-Jun-19",2,"LS - 2","0%","Low","LS - 25-Jun-19",13
"1183","LS",2,"28-Jul-19",3,"LS - 2","0%","Low","LS - 28-Jul-19",48
"1184","LS",2,"28-Jun-19",2,"LS - 2","0%","Low","LS - 28-Jun-19",18
"1185","LS",3,"02-Jul-19",1,"LS - 3","50%","Low","LS - 02-Jul-19",23
"1186","LS",3,"05-Jul-19",0,"LS - 3","50%","Low","LS - 05-Jul-19",26
"1187","LS",3,"05-Jun-19",0,"LS - 3","50%","Low","LS - 05-Jun-19",1
"1188","LS",3,"06-Jun-19",0,"LS - 3","50%","Low","LS - 06-Jun-19",2
"1189","LS",3,"07-Jun-19",2,"LS - 3","50%","Low","LS - 07-Jun-19",3
"1190","LS",3,"09-Jul-19",4,"LS - 3","50%","Low","LS - 09-Jul-19",30
"1191","LS",3,"11-Jun-19",2,"LS - 3","50%","Low","LS - 11-Jun-19",5
"1192","LS",3,"13-Jun-19",1,"LS - 3","50%","Low","LS - 13-Jun-19",7
"1193","LS",3,"15-Jul-19",3,"LS - 3","50%","Low","LS - 15-Jul-19",33
"1194","LS",3,"15-Jun-19",0,"LS - 3","50%","Low","LS - 15-Jun-19",9
"1195","LS",3,"20-Jul-19",2,"LS - 3","50%","Low","LS - 20-Jul-19",37
"1196","LS",3,"20-Jun-19",0,"LS - 3","50%","Low","LS - 20-Jun-19",11
"1197","LS",3,"25-Jul-19",2,"LS - 3","50%","Low","LS - 25-Jul-19",43
"1198","LS",3,"25-Jun-19",3,"LS - 3","50%","Low","LS - 25-Jun-19",13
"1199","LS",3,"28-Jul-19",1,"LS - 3","50%","Low","LS - 28-Jul-19",48
"1200","LS",3,"28-Jun-19",2,"LS - 3","50%","Low","LS - 28-Jun-19",18
"1201","LS",4,"02-Jul-19",0,"LS - 4","control","Low","LS - 02-Jul-19",23
"1202","LS",4,"05-Jul-19",0,"LS - 4","control","Low","LS - 05-Jul-19",26
"1203","LS",4,"05-Jun-19",0,"LS - 4","control","Low","LS - 05-Jun-19",1
"1204","LS",4,"06-Jun-19",0,"LS - 4","control","Low","LS - 06-Jun-19",2
"1205","LS",4,"07-Jun-19",2,"LS - 4","control","Low","LS - 07-Jun-19",3
"1206","LS",4,"09-Jul-19",2,"LS - 4","control","Low","LS - 09-Jul-19",30
"1207","LS",4,"11-Jun-19",2,"LS - 4","control","Low","LS - 11-Jun-19",5
"1208","LS",4,"13-Jun-19",1,"LS - 4","control","Low","LS - 13-Jun-19",7
"1209","LS",4,"15-Jul-19",2,"LS - 4","control","Low","LS - 15-Jul-19",33
"1210","LS",4,"15-Jun-19",0,"LS - 4","control","Low","LS - 15-Jun-19",9
"1211","LS",4,"20-Jul-19",0,"LS - 4","control","Low","LS - 20-Jul-19",37
"1212","LS",4,"20-Jun-19",0,"LS - 4","control","Low","LS - 20-Jun-19",11
"1213","LS",4,"25-Jul-19",0,"LS - 4","control","Low","LS - 25-Jul-19",43
"1214","LS",4,"25-Jun-19",2,"LS - 4","control","Low","LS - 25-Jun-19",13
"1215","LS",4,"28-Jul-19",1,"LS - 4","control","Low","LS - 28-Jul-19",48
"1216","LS",4,"28-Jun-19",0,"LS - 4","control","Low","LS - 28-Jun-19",18
"1217","LS",5,"02-Jul-19",4,"LS - 5","30%","Low","LS - 02-Jul-19",23
"1218","LS",5,"05-Jul-19",2,"LS - 5","30%","Low","LS - 05-Jul-19",26
"1219","LS",5,"05-Jun-19",2,"LS - 5","30%","Low","LS - 05-Jun-19",1
"1220","LS",5,"06-Jun-19",1,"LS - 5","30%","Low","LS - 06-Jun-19",2
"1221","LS",5,"07-Jun-19",0,"LS - 5","30%","Low","LS - 07-Jun-19",3
"1222","LS",5,"09-Jul-19",1,"LS - 5","30%","Low","LS - 09-Jul-19",30
"1223","LS",5,"11-Jun-19",1,"LS - 5","30%","Low","LS - 11-Jun-19",5
"1224","LS",5,"13-Jun-19",2,"LS - 5","30%","Low","LS - 13-Jun-19",7
"1225","LS",5,"15-Jul-19",1,"LS - 5","30%","Low","LS - 15-Jul-19",33
